Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
99	417	0	1.1282722	101328.934	101328.945	101328.934	101328.955	0.0213343276	0.0883363954	0	100	0	0	3
100	419	0	1.13966889	101328.933	101328.945	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
101	422	0	1.15106558	101328.934	101328.945	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
102	424	0	1.16246227	101328.937	101328.945	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
103	430	0	1.17385895	101328.938	101328.945	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
104	432	0	1.18525564	101328.939	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
105	436	0	1.19665233	101328.941	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
106	439	0	1.20804902	101328.939	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
107	443	0	1.21944571	101328.938	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
108	447	0	1.2308424	101328.941	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
109	450	0	1.24223909	101328.94	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
110	454	0	1.25363578	101328.94	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
111	457	0	1.26503247	101328.937	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
112	460	0	1.27642915	101328.937	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
113	463	0	1.28782584	101328.937	101328.944	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
114	466	0	1.29922253	101328.937	101328.943	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
115	470	0	1.31061922	101328.936	101328.943	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
116	473	0	1.32201591	101328.936	101328.943	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
117	477	0	1.3334126	101328.935	101328.942	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
118	481	0	1.34480929	101328.935	101328.942	101328.933	101328.955	0.0217683888	0.0883363954	0	100	0	0	3
119	484	0	1.35620598	101328.933	101328.941	101328.933	101328.955	0.0218580073	0.0883363954	0	100	0	0	3
120	487	0	1.36760267	101328.932	101328.941	101328.932	101328.955	0.0230335118	0.0883363954	0	100	0	0	3
121	490	0	1.37899935	101328.93	101328.94	101328.93	101328.955	0.0183515547	0.0883363954	0	100	0	0	3
122	493	0	1.39039604	101328.929	101328.94	101328.929	101328.955	0.0129264807	0.0883363954	0	100	0	0	3
123	496	0	1.40179273	101328.927	101328.939	101328.927	101328.955	0.00995683671	0.0883363954	0	100	0	0	3
124	499	0	1.41318942	101328.928	101328.938	101328.927	101328.955	0.00742855259	0.0883363954	0	100	0	0	3
125	502	0	1.42458611	101328.926	101328.938	101328.926	101328.953	0.00696421093	0.0883363954	0	100	0	0	3
126	505	0	1.4359828	101328.927	101328.937	101328.926	101328.951	0.00757021985	0.0883363954	0	100	0	0	3
127	508	0	1.44737949	101328.927	101328.937	101328.926	101328.95	0.00812012261	0.0883363954	0	100	0	0	3
128	511	0	1.45877618	101328.927	101328.936	101328.926	101328.949	0.00864833334	0.0883363954	0	100	0	0	3
129	514	0	1.47017287	101328.925	101328.936	101328.925	101328.947	0.00919042672	0.0883363954	0	100	0	0	3
130	517	0	1.48156955	101328.925	101328.935	101328.925	101328.943	0.00968114502	0.0883363954	0	100	0	0	3
131	521	0	1.49296624	101328.925	101328.935	101328.925	101328.943	0.0101100343	0.0883363954	0	100	0	0	3
132	524	0	1.50436293	101328.925	101328.934	101328.925	101328.943	0.0104700784	0.0883363954	0	100	0	0	3
133	527	0	1.51575962	101328.927	101328.934	101328.925	101328.943	0.0108120216	0.0883363954	0	100	0	0	3
134	530	0	1.52715631	101328.928	101328.934	101328.925	101328.943	0.0111106216	0.0883363954	0	100	0	0	3
135	533	0	1.538553	101328.93	101328.933	101328.925	101328.941	0.0114079172	0.0883363954	0	100	0	0	3
136	536	0	1.54994969	101328.93	101328.933	101328.925	101328.941	0.0116255969	0.0883363954	0	100	0	0	3
137	539	0	1.56134638	101328.931	101328.933	101328.925	101328.941	0.0118437927	0.0883363954	0	100	0	0	3
138	543	0	1.57274307	101328.93	101328.933	101328.925	101328.941	0.0119968522	0.0883363954	0	100	0	0	3
139	546	0	1.58413975	101328.93	101328.933	101328.925	101328.941	0.012172021	0.0883363954	0	100	0	0	3
140	549	0	1.59553644	101328.929	101328.933	101328.925	101328.941	0.0122777411	0.0883363954	0	100	0	0	3
141	552	0	1.60693313	101328.929	101328.932	101328.925	101328.941	0.0123920235	0.0883363954	0	100	0	0	3
142	555	0	1.61832982	101328.931	101328.932	101328.925	101328.941	0.0124642246	0.0883363954	0	100	0	0	3
143	558	0	1.62972651	101328.932	101328.932	101328.925	101328.941	0.0124672562	0.0883363954	0	100	0	0	3
