Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
114	466	0	1.29922253	101327.305	101327.291	101327.284	101327.305	0.0206753704	0.110923805	0	0	0	0	3
115	470	0	1.31061922	101327.303	101327.291	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
116	473	0	1.32201591	101327.304	101327.291	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
117	477	0	1.3334126	101327.303	101327.292	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
118	481	0	1.34480929	101327.303	101327.292	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
119	484	0	1.35620598	101327.301	101327.292	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
120	487	0	1.36760267	101327.3	101327.293	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
121	490	0	1.37899935	101327.297	101327.293	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
122	493	0	1.39039604	101327.296	101327.293	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
123	496	0	1.40179273	101327.294	101327.293	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
124	499	0	1.41318942	101327.295	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
125	502	0	1.42458611	101327.293	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
126	505	0	1.4359828	101327.295	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
127	508	0	1.44737949	101327.294	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
128	511	0	1.45877618	101327.294	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
129	514	0	1.47017287	101327.293	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
130	517	0	1.48156955	101327.293	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
131	521	0	1.49296624	101327.293	101327.294	101327.284	101327.305	0.0205638459	0.110923805	0	0	0	0	3
132	524	0	1.50436293	101327.294	101327.294	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
133	527	0	1.51575962	101327.294	101327.295	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
134	530	0	1.52715631	101327.296	101327.295	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
135	533	0	1.538553	101327.298	101327.295	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
