Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
149	577	0	1.69810664	316.985364	316.572334	316.021707	316.985364	0.96365772	0.570606346	0	0	0	0	3
150	580	0	1.70950333	316.996708	316.594494	316.051462	316.996708	0.945245801	0.570606346	0	0	0	0	3
151	583	0	1.72090002	317.001943	316.616095	316.091832	317.001943	0.910110541	0.570606346	0	0	0	0	3
152	586	0	1.73229671	317.013064	316.637032	316.127463	317.013064	0.885600841	0.570606346	0	0	0	0	3
153	589	0	1.7436934	317.021465	316.657351	316.158971	317.021465	0.86249374	0.570606346	0	0	0	0	3
154	592	0	1.75509009	317.03294	316.677214	316.188892	317.03294	0.844047894	0.570606346	0	0	0	0	3
155	595	0	1.76648678	317.035463	316.696454	316.220235	317.035463	0.815228152	0.570606346	0	0	0	0	3
156	598	0	1.77788347	317.04495	316.715197	316.251843	317.04495	0.793107004	0.570606346	0	0	0	0	3
157	601	0	1.78928015	317.025343	316.732777	316.284199	317.04495	0.760751578	0.570606346	0	0	0	0	3
158	605	0	1.80067684	317.031399	316.749759	316.315203	317.04495	0.729747559	0.570606346	0	0	0	0	3
159	608	0	1.81207353	317.052599	316.766518	316.342579	317.052599	0.710019769	0.570606346	0	0	0	0	3
160	611	0	1.82347022	317.066196	316.782964	316.371153	317.066196	0.695042169	0.570606346	0	0	0	0	3
161	614	0	1.83486691	317.071399	316.798878	316.398484	317.071399	0.672915464	0.570606346	0	0	0	0	3
162	617	0	1.8462636	317.078369	316.81433	316.422398	317.078369	0.655970953	0.570606346	0	0	0	0	3
163	620	0	1.85766029	317.081979	316.829321	316.447304	317.081979	0.634675052	0.570606346	0	0	0	0	3
164	623	0	1.86905698	317.089811	316.843923	316.449681	317.089811	0.640130048	0.570606346	0	0	0	0	3
165	626	0	1.88045367	317.091236	316.858504	316.49429	317.091236	0.596945795	0.570606346	0	0	0	0	3
166	629	0	1.89185035	317.097726	316.872218	316.499775	317.097726	0.59795079	0.570606346	0	0	0	0	3
167	633	0	1.90324704	317.099473	316.885848	316.540866	317.099473	0.558607331	0.570606346	0	0	0	0	3
168	636	0	1.91464373	317.106002	316.898692	316.541236	317.106002	0.564765883	0.570606346	0	0	0	0	3
169	639	0	1.92604042	317.108071	316.911574	316.577815	317.108071	0.530256254	0.570606346	0	0	0	0	3
170	642	0	1.93743711	317.112397	316.923724	316.581787	317.112397	0.530609774	0.570606346	0	0	0	0	3
171	645	0	1.9488338	317.112591	316.935788	316.616895	317.112591	0.495695856	0.570606346	0	0	0	0	3
172	648	0	1.96023049	317.117199	316.947158	316.617659	317.117199	0.499540522	0.570606346	0	0	0	0	3
173	651	0	1.97162718	317.125022	316.958689	316.650906	317.125022	0.474115624	0.570606346	0	0	0	0	3
174	654	0	1.98302387	317.130933	316.969599	316.676322	317.130933	0.454611189	0.570606346	0	0	0	0	3
175	657	0	1.99442055	317.134151	316.980004	316.697634	317.134151	0.436516732	0.570606346	0	0	0	0	3
176	660	0	2.00581724	317.138058	316.990014	316.715374	317.138058	0.422683689	0.570606346	0	0	0	0	3
177	663	0	2.01721393	317.142173	316.999714	316.735922	317.142173	0.406251284	0.570606346	0	0	0	0	3
178	666	0	2.02861062	317.149618	317.009116	316.750192	317.149618	0.399425881	0.570606346	0	0	0	0	3
179	669	0	2.04000731	317.156117	317.018342	316.768987	317.156117	0.387130168	0.570606346	0	0	0	0	3
180	672	0	2.051404	317.160866	317.027248	316.7852	317.160866	0.375665378	0.570606346	0	0	0	0	3
181	676	0	2.06280069	317.163483	317.035845	316.801723	317.163483	0.361760181	0.570606346	0	0	0	0	3
182	679	0	2.07419738	317.16346	317.044066	316.802398	317.163483	0.361084999	0.570606346	0	0	0	0	3
183	682	0	2.08559407	317.164223	317.05229	316.84225	317.164223	0.321972884	0.570606346	0	0	0	0	3
184	685	0	2.09699075	317.166325	317.059655	316.859899	317.166325	0.306425295	0.570606346	0	0	0	0	3
185	688	0	2.10838744	317.164429	317.066576	316.883605	317.166325	0.282719544	0.570606346	0	0	0	0	3
186	691	0	2.11978413	317.160999	317.072881	316.899138	317.166325	0.267187003	0.570606346	0	0	0	0	3
187	694	0	2.13118082	317.156621	317.078733	316.913014	317.166325	0.253310618	0.570606346	0	0	0	0	3
